image_id;irma_code;05_class;05_irma_code_submask;06_class;06_irma_code;07_irma_code;08_irma_code
13073;1121-4b0-233-700;45;11-4-23-7;58;1121-4b0-233-700;1121-4b0-233-700;1121-4b0-233-700
13074;1121-220-230-700;5;11-2-23-7;10;1121-220-230-700;1121-220-230-700;1121-220-230-700
13075;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
13080;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
13081;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13082;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
13084;1121-120-962-700;23;11-1-96-7;40;1121-120-962-700;1121-120-962-700;1121-120-962-700
13085;1121-230-962-700;33;11-2-96-7;60;1121-230-962-700;1121-230-962-700;1121-230-962-700
13086;1121-120-951-700;34;11-1-95-7;59;1121-120-951-700;1121-120-951-700;1121-120-951-700
13087;1121-230-954-700;47;11-2-95-7;\N;\N;\N;1121-230-954-700
13088;1121-120-441-700;27;11-1-44-7;44;1121-120-441-700;1121-120-441-700;1121-120-441-700
13090;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
13091;1121-230-962-700;33;11-2-96-7;60;1121-230-962-700;1121-230-962-700;1121-230-962-700
13093;1121-115-710-400;46;11-1-71-4;64;1121-115-710-400;1121-115-710-400;1121-115-710-400
13095;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
13097;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13098;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
13099;1121-120-943-700;13;11-1-94-7;21;1121-120-943-700;1121-120-943-700;1121-120-943-700
13100;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
13101;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
13102;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
13103;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
13105;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
13106;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
13108;1121-230-922-700;18;11-2-92-7;24;1121-230-922-700;1121-230-922-700;1121-230-922-700
13109;1121-120-915-700;6;11-1-91-7;31;1121-120-915-700;1121-120-915-700;1121-120-915-700
13111;1121-120-918-700;6;11-1-91-7;67;1121-120-918-700;1121-120-918-700;1121-120-918-700
13112;1121-120-918-700;6;11-1-91-7;67;1121-120-918-700;1121-120-918-700;1121-120-918-700
13113;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
13114;1121-240-441-700;28;11-2-44-7;41;1121-240-441-700;1121-240-441-700;1121-240-441-700
13115;1121-120-441-700;27;11-1-44-7;44;1121-120-441-700;1121-120-441-700;1121-120-441-700
13116;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
13117;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
13118;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
13120;1121-120-320-700;26;11-1-32-7;17;1121-120-320-700;1121-120-320-700;1121-120-320-700
13121;1121-120-310-700;10;11-1-31-7;9;1121-120-310-700;1121-120-310-700;1121-120-310-700
13125;1121-230-922-700;18;11-2-92-7;24;1121-230-922-700;1121-230-922-700;1121-230-922-700
13126;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
13127;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
13128;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
13129;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
13130;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
13131;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
13132;1121-120-915-700;6;11-1-91-7;31;1121-120-915-700;1121-120-915-700;1121-120-915-700
13136;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
13137;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
13138;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
13139;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
13140;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
13141;1121-230-961-700;33;11-2-96-7;57;1121-230-961-700;1121-230-961-700;1121-230-961-700
13143;1121-220-230-700;5;11-2-23-7;10;1121-220-230-700;1121-220-230-700;1121-220-230-700
13145;1121-230-936-700;41;11-2-93-7;113;1121-230-936-700;1121-230-936-700;1121-230-936-700
13146;1121-230-930-700;41;11-2-93-7;88;1121-230-930-700;1121-230-930-700;1121-230-930-700
13149;1121-230-934-700;41;11-2-93-7;86;1121-230-934-700;1121-230-934-700;1121-230-934-700
13154;1121-120-922-700;14;11-1-92-7;20;1121-120-922-700;1121-120-922-700;1121-120-922-700
13156;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
13160;1121-120-914-700;6;11-1-91-7;34;1121-120-914-700;1121-120-914-700;1121-120-914-700
13164;1121-460-216-700;8;11-4-21-7;73;1121-460-216-700;1121-460-216-700;1121-460-216-700
13167;1121-230-922-700;18;11-2-92-7;24;1121-230-922-700;1121-230-922-700;1121-230-922-700
13168;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
13170;1121-120-310-700;10;11-1-31-7;9;1121-120-310-700;1121-120-310-700;1121-120-310-700
13173;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
13179;1121-240-433-700;31;11-2-43-7;66;1121-240-433-700;1121-240-433-700;1121-240-433-700
13180;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
13181;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
13182;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
13183;1121-220-230-700;5;11-2-23-7;10;1121-220-230-700;1121-220-230-700;1121-220-230-700
13184;1121-120-915-700;6;11-1-91-7;31;1121-120-915-700;1121-120-915-700;1121-120-915-700
13186;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
13187;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
13188;1121-210-330-700;7;11-2-33-7;8;1121-210-330-700;1121-210-330-700;1121-210-330-700
13189;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
13190;1121-220-230-700;5;11-2-23-7;10;1121-220-230-700;1121-220-230-700;1121-220-230-700
13191;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
13192;1121-120-962-700;23;11-1-96-7;40;1121-120-962-700;1121-120-962-700;1121-120-962-700
13193;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
13194;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
13195;1121-120-962-700;23;11-1-96-7;40;1121-120-962-700;1121-120-962-700;1121-120-962-700
13196;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
13200;1121-230-462-700;32;11-2-46-7;70;1121-230-462-700;1121-230-462-700;1121-230-462-700
13202;1121-120-330-700;9;11-1-33-7;6;1121-120-330-700;1121-120-330-700;1121-120-330-700
13204;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
13206;1121-120-310-700;10;11-1-31-7;9;1121-120-310-700;1121-120-310-700;1121-120-310-700
13212;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
13213;1121-120-922-700;14;11-1-92-7;20;1121-120-922-700;1121-120-922-700;1121-120-922-700
13216;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
13217;1121-120-331-700;9;11-1-33-7;111;1121-120-331-700;1121-120-331-700;1121-120-331-700
13218;1121-210-331-700;7;11-2-33-7;92;1121-210-331-700;1121-210-331-700;1121-210-331-700
13219;1121-120-933-700;43;11-1-93-7;85;1121-120-933-700;1121-120-933-700;1121-120-933-700
13221;1121-120-950-700;34;11-1-95-7;95;1121-120-950-700;1121-120-950-700;1121-120-950-700
13222;1121-230-954-700;47;11-2-95-7;\N;\N;\N;1121-230-954-700
13223;1121-120-943-700;13;11-1-94-7;21;1121-120-943-700;1121-120-943-700;1121-120-943-700
13225;1121-120-922-700;14;11-1-92-7;20;1121-120-922-700;1121-120-922-700;1121-120-922-700
13227;1121-120-914-700;6;11-1-91-7;34;1121-120-914-700;1121-120-914-700;1121-120-914-700
13229;112d-121-500-000;1;11-1-50-0;25;112d-121-500-000;112d-121-500-000;112d-121-500-000
13230;1121-120-515-700;20;11-1-51-7;63;1121-120-515-700;1121-120-515-700;1121-120-515-700
13232;1121-120-330-700;9;11-1-33-7;6;1121-120-330-700;1121-120-330-700;1121-120-330-700
13233;1121-210-330-700;7;11-2-33-7;8;1121-210-330-700;1121-210-330-700;1121-210-330-700
13236;1121-120-915-700;6;11-1-91-7;31;1121-120-915-700;1121-120-915-700;1121-120-915-700
13237;1121-4a0-914-700;22;11-4-91-7;54;1121-4a0-914-700;1121-4a0-914-700;1121-4a0-914-700
13238;1121-120-911-700;6;11-1-91-7;42;1121-120-911-700;1121-120-911-700;1121-120-911-700
13239;1121-120-911-700;6;11-1-91-7;42;1121-120-911-700;1121-120-911-700;1121-120-911-700
13243;1121-120-437-700;35;11-1-43-7;100;1121-120-437-700;1121-120-437-700;1121-120-437-700
13245;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13247;1121-230-933-700;41;11-2-93-7;\N;\N;\N;1121-230-933-700
13251;1121-230-930-700;41;11-2-93-7;88;1121-230-930-700;1121-230-930-700;1121-230-930-700
13252;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13253;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
13256;1121-120-951-700;34;11-1-95-7;59;1121-120-951-700;1121-120-951-700;1121-120-951-700
13257;1121-230-954-700;47;11-2-95-7;\N;\N;\N;1121-230-954-700
13258;1121-120-956-700;34;11-1-95-7;\N;\N;\N;1121-120-956-700
13259;1121-230-962-700;33;11-2-96-7;60;1121-230-962-700;1121-230-962-700;1121-230-962-700
13260;1121-120-330-700;9;11-1-33-7;6;1121-120-330-700;1121-120-330-700;1121-120-330-700
13263;1121-120-442-700;27;11-1-44-7;49;1121-120-442-700;1121-120-442-700;1121-120-442-700
13265;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
13268;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
13273;1121-120-915-700;6;11-1-91-7;31;1121-120-915-700;1121-120-915-700;1121-120-915-700
13277;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
13278;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
13279;1121-116-917-700;6;11-1-91-7;90;1121-116-917-700;1121-116-917-700;1121-116-917-700
13281;1121-120-331-700;9;11-1-33-7;111;1121-120-331-700;1121-120-331-700;1121-120-331-700
13284;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
13285;1121-120-330-700;9;11-1-33-7;6;1121-120-330-700;1121-120-330-700;1121-120-330-700
13286;1121-210-330-700;7;11-2-33-7;8;1121-210-330-700;1121-210-330-700;1121-210-330-700
13287;1121-210-330-700;7;11-2-33-7;8;1121-210-330-700;1121-210-330-700;1121-210-330-700
13290;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
13291;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
13293;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
13294;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
13295;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
13296;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
13297;1121-120-911-700;6;11-1-91-7;42;1121-120-911-700;1121-120-911-700;1121-120-911-700
13299;1121-120-915-700;6;11-1-91-7;31;1121-120-915-700;1121-120-915-700;1121-120-915-700
13302;1121-120-921-700;14;11-1-92-7;26;1121-120-921-700;1121-120-921-700;1121-120-921-700
13303;1121-120-331-700;9;11-1-33-7;111;1121-120-331-700;1121-120-331-700;1121-120-331-700
13305;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
13306;1121-210-230-700;5;11-2-23-7;12;1121-210-230-700;1121-210-230-700;1121-210-230-700
13307;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
13308;1121-230-961-700;33;11-2-96-7;57;1121-230-961-700;1121-230-961-700;1121-230-961-700
13309;1121-230-961-700;33;11-2-96-7;57;1121-230-961-700;1121-230-961-700;1121-230-961-700
13310;1121-116-917-700;6;11-1-91-7;90;1121-116-917-700;1121-116-917-700;1121-116-917-700
13312;1121-120-934-700;43;11-1-93-7;77;1121-120-934-700;1121-120-934-700;1121-120-934-700
13313;1121-230-930-700;41;11-2-93-7;88;1121-230-930-700;1121-230-930-700;1121-230-930-700
13314;1121-230-462-700;32;11-2-46-7;70;1121-230-462-700;1121-230-462-700;1121-230-462-700
13316;1121-230-933-700;41;11-2-93-7;\N;\N;\N;1121-230-933-700
13317;1121-120-330-700;9;11-1-33-7;6;1121-120-330-700;1121-120-330-700;1121-120-330-700
13318;1121-210-330-700;7;11-2-33-7;8;1121-210-330-700;1121-210-330-700;1121-210-330-700
13320;1121-230-921-700;18;11-2-92-7;30;1121-230-921-700;1121-230-921-700;1121-230-921-700
13321;1121-120-421-700;25;11-1-42-7;50;1121-120-421-700;1121-120-421-700;1121-120-421-700
13327;1121-120-915-700;6;11-1-91-7;31;1121-120-915-700;1121-120-915-700;1121-120-915-700
13331;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13332;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
13334;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
13335;1121-120-943-700;13;11-1-94-7;21;1121-120-943-700;1121-120-943-700;1121-120-943-700
13336;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
13338;1121-116-917-700;6;11-1-91-7;90;1121-116-917-700;1121-116-917-700;1121-116-917-700
13339;1121-110-415-700;3;11-1-41-7;81;1121-110-415-700;1121-110-415-700;1121-110-415-700
13341;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
13343;1121-4b0-233-700;45;11-4-23-7;58;1121-4b0-233-700;1121-4b0-233-700;1121-4b0-233-700
13348;1121-240-441-700;28;11-2-44-7;41;1121-240-441-700;1121-240-441-700;1121-240-441-700
13349;1121-120-441-700;27;11-1-44-7;44;1121-120-441-700;1121-120-441-700;1121-120-441-700
13355;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
13357;1121-120-921-700;14;11-1-92-7;26;1121-120-921-700;1121-120-921-700;1121-120-921-700
13359;1121-120-951-700;34;11-1-95-7;59;1121-120-951-700;1121-120-951-700;1121-120-951-700
13360;1121-230-953-700;47;11-2-95-7;101;1121-230-953-700;1121-230-953-700;1121-230-953-700
13361;1121-120-943-700;13;11-1-94-7;21;1121-120-943-700;1121-120-943-700;1121-120-943-700
13362;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
13363;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
13365;1121-230-934-700;41;11-2-93-7;86;1121-230-934-700;1121-230-934-700;1121-230-934-700
13366;1121-120-933-700;43;11-1-93-7;85;1121-120-933-700;1121-120-933-700;1121-120-933-700
13367;1121-230-930-700;41;11-2-93-7;88;1121-230-930-700;1121-230-930-700;1121-230-930-700
13371;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
13372;1121-120-911-700;6;11-1-91-7;42;1121-120-911-700;1121-120-911-700;1121-120-911-700
13373;1121-230-911-700;40;11-2-91-7;74;1121-230-911-700;1121-230-911-700;1121-230-911-700
13374;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
13376;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
13381;1121-110-414-700;3;11-1-41-7;5;1121-110-414-700;1121-110-414-700;1121-110-414-700
13382;1121-4a0-414-700;29;11-4-41-7;28;1121-4a0-414-700;1121-4a0-414-700;1121-4a0-414-700
13383;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13388;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13391;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13392;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13395;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13399;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13403;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13404;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13405;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13413;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13419;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13423;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13424;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13429;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13430;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13432;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13434;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13436;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13443;1121-120-422-700;25;11-1-42-7;39;1121-120-422-700;1121-120-422-700;1121-120-422-700
13446;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
13447;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
13448;1121-115-700-400;17;11-1-70-4;14;1121-115-700-400;1121-115-700-400;1121-115-700-400
13450;1123-112-500-000;1;11-1-50-0;52;1123-112-500-000;1123-112-500-000;1123-112-500-000
13451;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
13453;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
13456;1121-430-213-700;8;11-4-21-7;18;1121-430-213-700;1121-430-213-700;1121-430-213-700
13457;1121-420-213-700;8;11-4-21-7;55;1121-420-213-700;1121-420-213-700;1121-420-213-700
13459;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
13460;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
13462;1121-240-422-700;24;11-2-42-7;46;1121-240-422-700;1121-240-422-700;1121-240-422-700
13463;1121-240-413-700;19;11-2-41-7;79;1121-240-413-700;1121-240-413-700;1121-240-413-700
13464;1121-240-422-700;24;11-2-42-7;46;1121-240-422-700;1121-240-422-700;1121-240-422-700
13465;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
13467;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
13468;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
13469;1121-430-213-700;8;11-4-21-7;18;1121-430-213-700;1121-430-213-700;1121-430-213-700
13470;1121-420-213-700;8;11-4-21-7;55;1121-420-213-700;1121-420-213-700;1121-420-213-700
13471;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
13472;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
13473;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
13474;1123-112-500-000;1;11-1-50-0;52;1123-112-500-000;1123-112-500-000;1123-112-500-000
13475;1121-110-414-700;3;11-1-41-7;5;1121-110-414-700;1121-110-414-700;1121-110-414-700
13476;1121-4a0-414-700;29;11-4-41-7;28;1121-4a0-414-700;1121-4a0-414-700;1121-4a0-414-700
13480;1121-115-700-400;17;11-1-70-4;14;1121-115-700-400;1121-115-700-400;1121-115-700-400
13483;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13484;1121-120-442-700;27;11-1-44-7;49;1121-120-442-700;1121-120-442-700;1121-120-442-700
13490;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13494;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13497;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
13498;1121-230-961-700;33;11-2-96-7;57;1121-230-961-700;1121-230-961-700;1121-230-961-700
13500;1121-120-914-700;6;11-1-91-7;34;1121-120-914-700;1121-120-914-700;1121-120-914-700
13501;1121-220-230-700;5;11-2-23-7;10;1121-220-230-700;1121-220-230-700;1121-220-230-700
13503;1121-460-216-700;8;11-4-21-7;73;1121-460-216-700;1121-460-216-700;1121-460-216-700
13504;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
13505;1121-220-230-700;5;11-2-23-7;10;1121-220-230-700;1121-220-230-700;1121-220-230-700
13506;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
13509;1121-120-310-700;10;11-1-31-7;9;1121-120-310-700;1121-120-310-700;1121-120-310-700
13510;1121-210-321-700;21;11-2-32-7;\N;\N;\N;1121-210-321-700
13512;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
13514;1121-210-320-700;21;11-2-32-7;15;1121-210-320-700;1121-210-320-700;1121-210-320-700
13516;1121-120-330-700;9;11-1-33-7;6;1121-120-330-700;1121-120-330-700;1121-120-330-700
13517;1121-210-330-700;7;11-2-33-7;8;1121-210-330-700;1121-210-330-700;1121-210-330-700
13519;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
13521;1121-220-230-700;5;11-2-23-7;10;1121-220-230-700;1121-220-230-700;1121-220-230-700
13522;1121-120-310-700;10;11-1-31-7;9;1121-120-310-700;1121-120-310-700;1121-120-310-700
13525;1121-120-918-700;6;11-1-91-7;67;1121-120-918-700;1121-120-918-700;1121-120-918-700
13528;1121-430-213-700;8;11-4-21-7;18;1121-430-213-700;1121-430-213-700;1121-430-213-700
13529;1121-210-230-700;5;11-2-23-7;12;1121-210-230-700;1121-210-230-700;1121-210-230-700
13530;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
13532;1121-120-915-700;6;11-1-91-7;31;1121-120-915-700;1121-120-915-700;1121-120-915-700
13538;1121-210-320-700;21;11-2-32-7;15;1121-210-320-700;1121-210-320-700;1121-210-320-700
13539;1121-120-330-700;9;11-1-33-7;6;1121-120-330-700;1121-120-330-700;1121-120-330-700
13540;1121-210-330-700;7;11-2-33-7;8;1121-210-330-700;1121-210-330-700;1121-210-330-700
13541;1121-120-914-700;6;11-1-91-7;34;1121-120-914-700;1121-120-914-700;1121-120-914-700
13544;1121-120-200-700;4;11-1-20-7;4;1121-120-200-700;1121-120-200-700;1121-120-200-700
13547;1121-420-213-700;8;11-4-21-7;55;1121-420-213-700;1121-420-213-700;1121-420-213-700
13548;1121-430-213-700;8;11-4-21-7;18;1121-430-213-700;1121-430-213-700;1121-430-213-700
13549;1121-420-213-700;8;11-4-21-7;55;1121-420-213-700;1121-420-213-700;1121-420-213-700
13550;1121-430-213-700;8;11-4-21-7;18;1121-430-213-700;1121-430-213-700;1121-430-213-700
13558;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13560;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13561;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13563;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13571;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13573;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13578;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13581;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13586;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13587;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13588;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
13593;1121-4a0-414-700;29;11-4-41-7;28;1121-4a0-414-700;1121-4a0-414-700;1121-4a0-414-700
13594;1121-240-422-700;24;11-2-42-7;46;1121-240-422-700;1121-240-422-700;1121-240-422-700
13595;1121-120-422-700;25;11-1-42-7;39;1121-120-422-700;1121-120-422-700;1121-120-422-700
13598;1123-211-500-000;2;11-2-50-0;3;1123-211-500-000;1123-211-500-000;1123-211-500-000
13599;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
13600;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
